city,Description,Temperature,Feels_like,Minimum_temp,Maximum_temp,Pressure,Humidity,Wind_Speed
Portland,broken clouds,52.538000000000046,51.00800000000001,49.91000000000008,54.194000000000074,1020,75,0.45
